case_001.txt	faces=2	max_face=9	vertices=9	edges=9	base_points=3 subdivisions=2 seed=464578933
case_022.txt	faces=7	max_face=18	vertices=31	edges=36	base_points=7 subdivisions=2 seed=1163547699
case_023.txt	faces=7	max_face=18	vertices=31	edges=36	base_points=7 subdivisions=2 seed=1767819902
case_024.txt	faces=8	max_face=9	vertices=30	edges=36	base_points=6 subdivisions=2 seed=2046932687
case_025.txt	faces=8	max_face=12	vertices=33	edges=39	base_points=7 subdivisions=2 seed=1447298562
case_026.txt	faces=8	max_face=15	vertices=33	edges=39	base_points=7 subdivisions=2 seed=1344849865
case_027.txt	faces=8	max_face=15	vertices=33	edges=39	base_points=7 subdivisions=2 seed=2040565420
case_028.txt	faces=8	max_face=15	vertices=33	edges=39	base_points=7 subdivisions=2 seed=568714837
case_029.txt	faces=8	max_face=15	vertices=36	edges=42	base_points=8 subdivisions=2 seed=554275655
case_030.txt	faces=8	max_face=18	vertices=36	edges=42	base_points=8 subdivisions=2 seed=1166468424
case_031.txt	faces=8	max_face=18	vertices=36	edges=42	base_points=8 subdivisions=2 seed=76108889
case_032.txt	faces=9	max_face=12	vertices=35	edges=42	base_points=7 subdivisions=2 seed=1310031244
case_033.txt	faces=9	max_face=12	vertices=35	edges=42	base_points=7 subdivisions=2 seed=1255563619
case_034.txt	faces=9	max_face=15	vertices=38	edges=45	base_points=8 subdivisions=2 seed=23210564
case_035.txt	faces=9	max_face=15	vertices=38	edges=45	base_points=8 subdivisions=2 seed=1547570847
case_036.txt	faces=9	max_face=15	vertices=38	edges=45	base_points=8 subdivisions=2 seed=33359275
case_037.txt	faces=9	max_face=18	vertices=41	edges=48	base_points=9 subdivisions=2 seed=559973101
case_038.txt	faces=9	max_face=18	vertices=38	edges=45	base_points=8 subdivisions=2 seed=1560112315
case_039.txt	faces=9	max_face=18	vertices=38	edges=45	base_points=8 subdivisions=2 seed=682111249
case_040.txt	faces=10	max_face=15	vertices=40	edges=48	base_points=8 subdivisions=2 seed=1111873206
case_041.txt	faces=10	max_face=15	vertices=40	edges=48	base_points=8 subdivisions=2 seed=375689384
case_042.txt	faces=10	max_face=15	vertices=40	edges=48	base_points=8 subdivisions=2 seed=1185331652
case_043.txt	faces=10	max_face=15	vertices=40	edges=48	base_points=8 subdivisions=2 seed=1935510890
case_044.txt	faces=10	max_face=15	vertices=40	edges=48	base_points=8 subdivisions=2 seed=601367900
case_045.txt	faces=10	max_face=18	vertices=43	edges=51	base_points=9 subdivisions=2 seed=579212463
case_046.txt	faces=11	max_face=12	vertices=42	edges=51	base_points=8 subdivisions=2 seed=1280817875
case_047.txt	faces=11	max_face=15	vertices=48	edges=57	base_points=10 subdivisions=2 seed=1858604142
case_048.txt	faces=11	max_face=15	vertices=45	edges=54	base_points=9 subdivisions=2 seed=1315341044
case_049.txt	faces=11	max_face=15	vertices=45	edges=54	base_points=9 subdivisions=2 seed=729415864
case_050.txt	faces=11	max_face=18	vertices=45	edges=54	base_points=9 subdivisions=2 seed=1268356282
case_051.txt	faces=11	max_face=18	vertices=45	edges=54	base_points=9 subdivisions=2 seed=199925181
case_052.txt	faces=12	max_face=15	vertices=47	edges=57	base_points=9 subdivisions=2 seed=1374376898
case_053.txt	faces=12	max_face=15	vertices=50	edges=60	base_points=10 subdivisions=2 seed=883138631
case_054.txt	faces=12	max_face=15	vertices=47	edges=57	base_points=9 subdivisions=2 seed=2143060111
case_055.txt	faces=12	max_face=15	vertices=47	edges=57	base_points=9 subdivisions=2 seed=1514257563
case_056.txt	faces=12	max_face=15	vertices=47	edges=57	base_points=9 subdivisions=2 seed=764180652
case_057.txt	faces=12	max_face=15	vertices=50	edges=60	base_points=10 subdivisions=2 seed=922382864
case_058.txt	faces=13	max_face=12	vertices=49	edges=60	base_points=9 subdivisions=2 seed=47956729
case_059.txt	faces=13	max_face=18	vertices=52	edges=63	base_points=10 subdivisions=2 seed=42912030
case_060.txt	faces=13	max_face=18	vertices=52	edges=63	base_points=10 subdivisions=2 seed=1144647325
case_061.txt	faces=13	max_face=18	vertices=52	edges=63	base_points=10 subdivisions=2 seed=138763903
case_062.txt	faces=13	max_face=18	vertices=52	edges=63	base_points=10 subdivisions=2 seed=524914169
case_063.txt	faces=14	max_face=12	vertices=54	edges=66	base_points=10 subdivisions=2 seed=1167838964
case_064.txt	faces=14	max_face=15	vertices=54	edges=66	base_points=10 subdivisions=2 seed=1512005062
case_065.txt	faces=14	max_face=15	vertices=54	edges=66	base_points=10 subdivisions=2 seed=1878564456
case_066.txt	faces=14	max_face=15	vertices=54	edges=66	base_points=10 subdivisions=2 seed=1991846836
case_067.txt	faces=14	max_face=15	vertices=54	edges=66	base_points=10 subdivisions=2 seed=490242219
case_068.txt	faces=14	max_face=15	vertices=54	edges=66	base_points=10 subdivisions=2 seed=464336191
case_069.txt	faces=15	max_face=12	vertices=56	edges=69	base_points=10 subdivisions=2 seed=838446093
case_070.txt	faces=15	max_face=15	vertices=59	edges=72	base_points=11 subdivisions=2 seed=714201326
case_071.txt	faces=15	max_face=18	vertices=59	edges=72	base_points=11 subdivisions=2 seed=661685830
case_072.txt	faces=15	max_face=18	vertices=59	edges=72	base_points=11 subdivisions=2 seed=1988634325
case_073.txt	faces=15	max_face=18	vertices=59	edges=72	base_points=11 subdivisions=2 seed=1531205031
case_074.txt	faces=16	max_face=15	vertices=61	edges=75	base_points=11 subdivisions=2 seed=1380237905
case_075.txt	faces=16	max_face=15	vertices=61	edges=75	base_points=11 subdivisions=2 seed=123304610
case_076.txt	faces=16	max_face=15	vertices=61	edges=75	base_points=11 subdivisions=2 seed=382407947
case_077.txt	faces=16	max_face=15	vertices=61	edges=75	base_points=11 subdivisions=2 seed=23100585
case_078.txt	faces=16	max_face=15	vertices=61	edges=75	base_points=11 subdivisions=2 seed=649104363
case_079.txt	faces=17	max_face=12	vertices=63	edges=78	base_points=11 subdivisions=2 seed=1207985931
case_080.txt	faces=17	max_face=12	vertices=63	edges=78	base_points=11 subdivisions=2 seed=1501418901
case_081.txt	faces=17	max_face=18	vertices=66	edges=81	base_points=12 subdivisions=2 seed=358738300
case_082.txt	faces=17	max_face=18	vertices=66	edges=81	base_points=12 subdivisions=2 seed=846724274
case_083.txt	faces=17	max_face=18	vertices=66	edges=81	base_points=12 subdivisions=2 seed=244123784
case_084.txt	faces=18	max_face=15	vertices=68	edges=84	base_points=12 subdivisions=2 seed=1152056297
case_085.txt	faces=18	max_face=15	vertices=68	edges=84	base_points=12 subdivisions=2 seed=1652833370
case_086.txt	faces=18	max_face=15	vertices=68	edges=84	base_points=12 subdivisions=2 seed=49881569
case_087.txt	faces=18	max_face=15	vertices=68	edges=84	base_points=12 subdivisions=2 seed=1969892221
case_088.txt	faces=18	max_face=18	vertices=71	edges=87	base_points=13 subdivisions=2 seed=1049389411
case_089.txt	faces=18	max_face=18	vertices=71	edges=87	base_points=13 subdivisions=2 seed=18112202
case_090.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=536275155
case_091.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=917290872
case_092.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=782004011
case_093.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=1135343898
case_094.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=263683853
case_095.txt	faces=19	max_face=18	vertices=73	edges=90	base_points=13 subdivisions=2 seed=695202050
case_096.txt	faces=20	max_face=15	vertices=75	edges=93	base_points=13 subdivisions=2 seed=700235133
case_097.txt	faces=20	max_face=15	vertices=75	edges=93	base_points=13 subdivisions=2 seed=1434819021
case_098.txt	faces=20	max_face=15	vertices=75	edges=93	base_points=13 subdivisions=2 seed=638202237
case_099.txt	faces=20	max_face=15	vertices=75	edges=93	base_points=13 subdivisions=2 seed=524174348
case_100.txt	faces=20	max_face=15	vertices=75	edges=93	base_points=13 subdivisions=2 seed=1487441326
