case_001.txt	faces=2	max_face=6	vertices=6	edges=6	base_points=3 subdivisions=1 seed=568896616
case_065.txt	faces=15	max_face=12	vertices=35	edges=48	base_points=11 subdivisions=1 seed=1233899367
case_066.txt	faces=15	max_face=12	vertices=35	edges=48	base_points=11 subdivisions=1 seed=1643396139
case_067.txt	faces=15	max_face=12	vertices=35	edges=48	base_points=11 subdivisions=1 seed=176630466
case_068.txt	faces=15	max_face=12	vertices=35	edges=48	base_points=11 subdivisions=1 seed=1885318861
case_069.txt	faces=15	max_face=16	vertices=37	edges=50	base_points=12 subdivisions=1 seed=941975480
case_070.txt	faces=16	max_face=10	vertices=36	edges=50	base_points=11 subdivisions=1 seed=1042571199
case_071.txt	faces=16	max_face=14	vertices=38	edges=52	base_points=12 subdivisions=1 seed=1889350539
case_072.txt	faces=16	max_face=14	vertices=38	edges=52	base_points=12 subdivisions=1 seed=2129513573
case_073.txt	faces=16	max_face=14	vertices=38	edges=52	base_points=12 subdivisions=1 seed=1573719360
case_074.txt	faces=16	max_face=14	vertices=38	edges=52	base_points=12 subdivisions=1 seed=1649095127
case_075.txt	faces=17	max_face=12	vertices=39	edges=54	base_points=12 subdivisions=1 seed=1625792787
case_076.txt	faces=17	max_face=12	vertices=39	edges=54	base_points=12 subdivisions=1 seed=656448479
case_077.txt	faces=17	max_face=12	vertices=39	edges=54	base_points=12 subdivisions=1 seed=1015242176
case_078.txt	faces=17	max_face=12	vertices=41	edges=56	base_points=13 subdivisions=1 seed=2123296018
case_079.txt	faces=17	max_face=12	vertices=39	edges=54	base_points=12 subdivisions=1 seed=2043016282
case_080.txt	faces=18	max_face=10	vertices=40	edges=56	base_points=12 subdivisions=1 seed=915490795
case_081.txt	faces=18	max_face=10	vertices=40	edges=56	base_points=12 subdivisions=1 seed=514874186
case_082.txt	faces=18	max_face=10	vertices=40	edges=56	base_points=12 subdivisions=1 seed=1227720103
case_083.txt	faces=18	max_face=10	vertices=40	edges=56	base_points=12 subdivisions=1 seed=1451521111
case_084.txt	faces=18	max_face=10	vertices=40	edges=56	base_points=12 subdivisions=1 seed=1883652701
case_085.txt	faces=18	max_face=12	vertices=42	edges=58	base_points=13 subdivisions=1 seed=2106435883
case_086.txt	faces=18	max_face=14	vertices=42	edges=58	base_points=13 subdivisions=1 seed=1289674203
case_087.txt	faces=18	max_face=14	vertices=42	edges=58	base_points=13 subdivisions=1 seed=124015059
case_088.txt	faces=18	max_face=14	vertices=42	edges=58	base_points=13 subdivisions=1 seed=1074320602
case_089.txt	faces=18	max_face=18	vertices=44	edges=60	base_points=14 subdivisions=1 seed=248786714
case_090.txt	faces=18	max_face=18	vertices=44	edges=60	base_points=14 subdivisions=1 seed=608456548
case_091.txt	faces=19	max_face=12	vertices=43	edges=60	base_points=13 subdivisions=1 seed=1080555408
case_092.txt	faces=19	max_face=12	vertices=43	edges=60	base_points=13 subdivisions=1 seed=2068098256
case_093.txt	faces=19	max_face=12	vertices=43	edges=60	base_points=13 subdivisions=1 seed=1409244959
case_094.txt	faces=19	max_face=16	vertices=45	edges=62	base_points=14 subdivisions=1 seed=2041322270
case_095.txt	faces=19	max_face=16	vertices=45	edges=62	base_points=14 subdivisions=1 seed=1117944144
case_096.txt	faces=20	max_face=10	vertices=44	edges=62	base_points=13 subdivisions=1 seed=1067970820
case_097.txt	faces=20	max_face=10	vertices=44	edges=62	base_points=13 subdivisions=1 seed=1819244083
case_098.txt	faces=20	max_face=10	vertices=44	edges=62	base_points=13 subdivisions=1 seed=71135963
case_099.txt	faces=20	max_face=10	vertices=44	edges=62	base_points=13 subdivisions=1 seed=1282248157
case_100.txt	faces=20	max_face=14	vertices=46	edges=64	base_points=14 subdivisions=1 seed=1884828544
